team,fullName,birthDate,currentAge,birthCity,birthCountry,nationality,height,weight,active,captain,alternateCaptain,rookie,shootsCatches,rosterStatus,primaryNumber,position,timeOnIce,assists,goals,pim,shots,games,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,penaltyMinutes,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,plusMinus,points,shifts,timeOnIcePerGame,evenTimeOnIcePerGame,shortHandedTimeOnIcePerGame,powerPlayTimeOnIcePerGame,PTS/60
OTT,Tim Stützle,2002-01-15,20,Viersen,DEU,DEU,"6' 0""",190,True,False,False,False,L,Y,18,LW,39:23,0,0,2,4,2,3,0,0,05:30,33:53,2,61.54,0.0,0,0,0,0,00:00,1,0,0,47,19:41,16:56,00:00,02:45,0.0
OTT,Artem Zub,1995-10-03,27,Khabarovsk,RUS,RUS,"6' 2""",202,True,False,False,False,R,Y,2,D,35:42,0,0,0,0,2,4,0,0,00:14,35:27,0,0.0,0.0,0,0,0,0,00:01,2,-2,0,47,17:51,17:43,00:00,00:07,0.0
TOR,Jordie Benn,1987-07-26,35,Victoria,CAN,CAN,"6' 2""",201,True,False,False,False,L,I,18,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOR,Carl Dahlstrom,1995-01-28,27,Stockholm,SWE,SWE,"6' 4""",231,True,False,False,False,L,Y,48,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOR,Timothy Liljegren,1999-04-30,23,Kristianstad,SWE,SWE,"6' 1""",192,True,False,False,False,R,Y,37,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOR,Mark Giordano,1983-10-03,39,Toronto,CAN,CAN,"6' 0""",205,True,False,False,False,L,Y,55,D,75:57,1,0,2,4,4,5,0,0,08:56,58:16,2,0.0,0.0,0,0,0,0,08:45,5,3,1,96,18:59,14:34,02:11,02:14,0.7901668129938542
TOR,Jake Muzzin,1989-02-21,33,Woodstock,CAN,CAN,"6' 3""",227,True,False,True,False,L,Y,8,D,66:51,1,0,2,8,4,11,0,0,00:02,55:43,2,0.0,0.0,0,0,0,0,11:06,10,0,1,95,16:42,13:55,02:46,00:00,0.8982035928143712
TOR,Wayne Simmonds,1988-08-26,34,Scarborough,CAN,CAN,"6' 2""",184,True,False,False,False,R,Y,24,RW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOR,TJ Brodie,1990-06-07,32,Chatham,CAN,CAN,"6' 2""",187,True,False,False,False,L,Y,78,D,81:43,1,0,2,6,4,4,0,0,00:05,69:18,2,0.0,0.0,0,0,0,0,12:20,6,-2,1,100,20:25,17:19,03:05,00:01,0.7346938775510203
TOR,John Tavares,1990-09-20,32,Mississauga,CAN,CAN,"6' 1""",216,True,True,False,False,L,Y,91,C,68:40,4,1,0,12,4,7,1,3,16:48,51:52,0,58.46,8.3,0,0,0,0,00:00,2,0,5,78,17:10,12:58,00:00,04:12,4.368932038834951
TOR,Calle Jarnkrok,1991-09-25,31,Gävle,SWE,SWE,"6' 0""",192,True,False,False,False,R,Y,19,C,56:31,1,1,6,6,4,1,0,0,05:36,41:05,6,53.33,16.7,0,0,0,0,09:50,1,0,2,81,14:07,10:16,02:27,01:24,2.125147579693034
TOR,Justin Holl,1992-01-30,30,Tonka Bay,USA,USA,"6' 3""",197,True,False,False,False,R,Y,3,D,80:58,0,1,4,7,4,8,0,0,00:03,67:12,4,0.0,14.3,1,0,0,0,13:43,11,1,1,104,20:14,16:48,03:25,00:00,0.7413509060955518
TOR,Morgan Rielly,1994-03-09,28,Vancouver,CAN,CAN,"6' 1""",222,True,False,True,False,L,Y,44,D,90:33,4,0,0,8,4,4,0,2,15:39,69:33,0,0.0,0.0,0,0,0,0,05:21,2,-5,4,100,22:38,17:23,01:20,03:54,2.650957290132548
TOR,Alexander Kerfoot,1994-08-11,28,Vancouver,CAN,CAN,"5' 11""",186,True,False,False,False,L,Y,15,C,62:18,1,0,2,6,4,2,0,0,05:52,47:11,2,47.37,0.0,0,0,0,0,09:15,2,1,1,83,15:34,11:47,02:18,01:28,0.9635974304068522
TOR,William Nylander,1996-05-01,26,Calgary,CAN,SWE,"6' 0""",204,True,False,False,False,R,Y,88,RW,73:23,1,3,0,18,4,4,2,2,18:19,53:52,0,50.0,16.7,0,0,0,0,01:12,1,0,4,83,18:20,13:28,00:18,04:34,3.272727272727273
TOR,Nicolas Aube-Kubel,1996-05-10,26,Slave Lake,CAN,CAN,"6' 0""",207,True,False,False,False,R,Y,96,RW,37:37,0,0,4,1,4,19,0,0,00:24,36:11,4,0.0,0.0,0,0,0,0,01:02,1,-2,0,55,09:24,09:02,00:15,00:06,0.0
TOR,Michael Bunting,1995-09-17,27,Scarborough,CAN,CAN,"6' 0""",192,True,False,False,False,L,Y,58,LW,61:10,1,1,2,7,4,5,0,0,07:25,53:45,2,100.0,14.3,0,0,0,0,00:00,0,0,2,83,15:17,13:26,00:00,01:51,1.9629225736095965
TOR,Pierre Engvall,1996-05-31,26,Ljungby,SWE,SWE,"6' 5""",219,True,False,False,False,L,Y,47,LW,50:10,0,0,0,7,4,6,0,0,00:25,46:13,0,100.0,0.0,0,0,0,0,03:32,0,-2,0,72,12:32,11:33,00:53,00:06,0.0
TOR,Mitchell Marner,1997-05-05,25,Markham,CAN,CAN,"6' 0""",181,True,False,True,False,R,Y,16,RW,88:23,3,1,4,10,4,5,0,1,18:13,61:05,4,0.0,10.0,0,0,0,0,09:05,3,0,4,101,22:05,15:16,02:16,04:33,2.716981132075472
TOR,Denis Malgin,1997-01-18,25,Olten,CHE,CHE,"5' 9""",182,True,False,False,False,R,Y,62,C,45:10,0,1,0,2,4,3,0,0,04:37,40:33,0,0.0,50.0,0,0,0,0,00:00,1,2,1,63,11:17,10:08,00:00,01:09,1.329394387001477
TOR,Auston Matthews,1997-09-17,25,San Ramon,USA,USA,"6' 3""",208,True,False,True,False,L,Y,34,C,84:03,1,1,0,21,4,14,0,1,19:15,64:48,0,50.0,4.8,1,0,0,0,00:00,2,1,2,91,21:00,16:12,00:00,04:48,1.4285714285714284
TOR,Victor Mete,1998-06-07,24,Woodbridge,CAN,CAN,"5' 9""",187,True,False,False,False,L,Y,98,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOR,Zach Aston-Reese,1994-08-10,28,Staten Island,USA,USA,"6' 1""",205,True,False,False,False,L,Y,12,C,37:43,0,0,0,2,4,8,0,0,00:00,30:52,0,100.0,0.0,0,0,0,0,06:51,1,-2,0,56,09:25,07:43,01:42,00:00,0.0
TOR,David Kampf,1995-01-12,27,Chomutov,CZE,CZE,"6' 2""",197,True,False,False,False,L,Y,64,C,52:46,0,1,2,3,4,2,0,0,00:23,41:57,2,46.94,33.3,0,0,0,0,10:26,2,-2,1,71,13:11,10:29,02:36,00:05,1.1378002528445006
TOR,Rasmus Sandin,2000-03-07,22,Uppsala,SWE,SWE,"5' 11""",182,True,False,False,False,L,Y,38,D,58:50,1,0,2,3,4,10,0,0,01:03,57:47,2,0.0,0.0,0,0,0,0,00:00,3,2,1,83,14:42,14:26,00:00,00:15,1.0204081632653061
TOR,Nicholas Robertson,2001-09-11,21,Pasadena,USA,USA,"5' 9""",183,True,False,False,False,L,Y,89,LW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR,Brent Burns,1985-03-09,37,Barrie,CAN,CAN,"6' 5""",230,True,False,False,False,R,Y,8,D,68:50,1,0,0,12,3,2,0,1,10:14,48:54,0,0.0,0.0,0,0,0,0,09:42,0,1,1,81,22:56,16:18,03:14,03:24,0.872093023255814
CAR,Paul Stastny,1985-12-27,36,Quebec City,CAN,USA,"6' 0""",193,True,False,False,False,L,Y,26,C,46:19,1,0,2,2,3,4,0,0,08:04,36:28,2,100.0,0.0,0,0,0,0,01:47,0,0,1,60,15:26,12:09,00:35,02:41,1.2958963282937366
CAR,Jordan Staal,1988-09-10,34,Thunder Bay,CAN,CAN,"6' 4""",220,True,True,False,False,L,Y,11,C,44:10,0,0,0,6,3,4,0,0,00:22,37:24,0,52.08,0.0,0,0,0,0,06:24,0,-1,0,70,14:43,12:28,02:08,00:07,0.0
CAR,Derek Stepan,1990-06-18,32,Hastings,USA,USA,"5' 11""",196,True,False,False,False,R,Y,18,C,28:25,1,0,0,10,3,1,0,0,00:00,23:37,0,60.0,0.0,0,0,0,0,04:48,0,2,1,48,09:28,07:52,01:36,00:00,2.1126760563380285
CAR,Calvin de Haan,1991-05-09,31,Carp,CAN,CAN,"6' 1""",195,True,False,False,False,L,Y,44,D,25:07,0,0,2,2,2,3,0,0,00:00,24:01,2,0.0,0.0,0,0,0,0,01:06,0,-1,0,35,12:33,12:00,00:33,00:00,0.0
CAR,Jesper Fast,1991-12-02,30,Nassjo,SWE,SWE,"6' 1""",191,True,False,False,False,R,Y,71,RW,46:40,0,0,0,0,3,7,0,0,00:24,39:15,0,0.0,0.0,0,0,0,0,07:01,4,-1,0,63,15:33,13:05,02:20,00:08,0.0
CAR,Stefan Noesen,1993-02-12,29,Plano,USA,USA,"6' 1""",205,True,False,False,False,R,Y,23,RW,17:52,2,0,2,7,2,2,0,1,06:05,11:47,2,0.0,0.0,0,0,0,0,00:00,1,1,2,29,08:56,05:53,00:00,03:02,6.7164179104477615
CAR,Brady Skjei,1994-03-26,28,Lakeville,USA,USA,"6' 3""",210,True,False,False,False,L,Y,76,D,64:12,1,1,0,8,3,5,0,0,00:29,54:53,0,0.0,12.5,1,0,0,0,08:50,1,6,2,80,21:24,18:17,02:56,00:09,1.8691588785046733
CAR,Teuvo Teravainen,1994-09-11,28,Helsinki,FIN,FIN,"5' 11""",191,True,False,False,False,L,Y,86,LW,50:23,1,0,2,7,3,0,0,0,07:24,37:06,2,0.0,0.0,0,0,0,0,05:53,0,3,1,68,16:47,12:22,01:57,02:28,1.1916583912611716
CAR,Jordan Martinook,1992-07-25,30,Brandon,CAN,CAN,"6' 0""",196,True,False,True,False,L,Y,48,LW,31:15,1,1,2,5,3,5,0,0,00:22,27:13,2,50.0,20.0,0,0,0,0,03:40,2,2,2,52,10:25,09:04,01:13,00:07,3.84
CAR,Jaccob Slavin,1994-05-01,28,Denver,USA,USA,"6' 3""",207,True,False,True,False,L,Y,74,D,68:07,1,0,0,2,3,1,0,0,00:27,56:40,0,0.0,0.0,0,0,0,0,11:00,3,1,1,82,22:42,18:53,03:40,00:09,0.881057268722467
CAR,Brett Pesce,1994-11-15,27,Tarrytown,USA,USA,"6' 3""",206,True,False,False,False,R,Y,22,D,64:05,1,0,2,6,3,0,0,0,04:02,52:00,2,0.0,0.0,0,0,0,0,08:03,7,7,1,82,21:21,17:20,02:41,01:20,0.9367681498829038
CAR,Ondrej Kase,1995-11-08,26,Kadan,CZE,CZE,"6' 0""",187,True,False,False,False,R,Y,73,RW,11:02,0,0,0,0,1,1,0,0,01:13,09:08,0,0.0,0.0,0,0,0,0,00:41,0,0,0,20,11:02,09:08,00:41,01:13,0.0
CAR,Sebastian Aho,1997-07-26,25,Rauma,FIN,FIN,"6' 0""",176,True,False,False,False,L,Y,20,C,55:20,2,2,2,9,3,1,1,2,09:39,39:01,2,49.09,22.2,2,0,0,0,06:40,2,2,4,67,18:26,13:00,02:13,03:13,4.3399638336347195
CAR,Ethan Bear,1997-06-26,25,Regina,CAN,CAN,"5' 11""",197,True,False,False,False,R,Y,25,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR,Jalen Chatfield,1996-05-15,26,Ypsilanti,USA,USA,"6' 1""",188,True,False,False,False,R,Y,5,D,39:41,0,0,5,6,3,4,0,0,00:00,36:38,5,0.0,0.0,0,0,0,0,03:03,2,-1,0,52,13:13,12:12,01:01,00:00,0.0
CAR,Dylan Coghlan,1998-02-19,24,Duncan,CAN,CAN,"6' 2""",208,True,False,False,False,R,Y,15,D,14:59,0,0,2,0,1,2,0,0,02:19,12:40,2,0.0,0.0,0,0,0,0,00:00,1,0,0,19,14:59,12:40,00:00,02:19,0.0
CAR,Martin Necas,1999-01-15,23,Nove Mesto na Morave,CZE,CZE,"6' 2""",189,True,False,False,False,R,Y,88,C,54:54,3,2,4,9,3,0,0,0,08:37,41:57,4,46.15,22.2,0,0,0,0,04:20,0,5,5,73,18:18,13:59,01:26,02:52,5.46448087431694
CAR,Jesperi Kotkaniemi,2000-07-06,22,Pori,FIN,FIN,"6' 2""",201,True,False,False,False,L,Y,82,C,47:38,2,0,2,2,3,2,0,0,06:19,41:16,2,66.67,0.0,0,0,0,0,00:03,1,4,2,63,15:52,13:45,00:01,02:06,2.5210084033613445
CAR,Andrei Svechnikov,2000-03-26,22,Barnaul,RUS,RUS,"6' 2""",195,True,False,False,False,L,Y,37,RW,50:39,2,3,0,11,3,3,1,2,08:47,41:37,0,0.0,27.3,0,0,0,0,00:15,1,3,5,68,16:53,13:52,00:05,02:55,5.923000987166831
CAR,Seth Jarvis,2002-02-01,20,Winnipeg,CAN,CAN,"5' 10""",175,True,False,False,False,R,Y,24,C,48:30,0,2,0,8,3,4,0,0,07:18,41:08,0,0.0,25.0,0,0,0,0,00:04,3,2,2,58,16:10,13:42,00:01,02:26,2.4742268041237114
FLA,Marc Staal,1987-01-13,35,Thunder Bay,CAN,CAN,"6' 4""",208,True,False,False,False,L,Y,18,D,53:59,0,0,2,0,3,7,0,0,00:00,47:50,2,0.0,0.0,0,0,0,0,06:09,7,-2,0,79,17:59,15:56,02:03,00:00,0.0
FLA,Patric Hornqvist,1987-01-01,35,Sollentuna,SWE,SWE,"5' 11""",189,True,False,True,False,R,Y,70,RW,33:24,0,1,0,8,3,0,0,0,11:14,22:10,0,0.0,12.5,1,0,0,0,00:00,1,0,1,44,11:08,07:23,00:00,03:44,1.7964071856287425
FLA,Radko Gudas,1990-06-05,32,Prague,CZE,CZE,"6' 0""",208,True,False,False,False,R,Y,7,D,55:41,1,0,2,4,3,11,0,0,00:08,48:12,2,0.0,0.0,0,0,0,0,07:21,2,-2,1,82,18:33,16:04,02:27,00:02,1.0781671159029649
FLA,Nick Cousins,1993-07-20,29,Belleville,CAN,CAN,"5' 11""",192,True,False,False,False,L,Y,21,C,23:25,0,0,2,3,3,3,0,0,00:00,23:09,2,46.15,0.0,0,0,0,0,00:16,0,0,0,33,07:48,07:43,00:05,00:00,0.0
FLA,Carter Verhaeghe,1995-08-14,27,Toronto,CAN,CAN,"6' 2""",180,True,False,False,False,L,Y,23,C,51:17,0,0,0,5,3,0,0,0,08:43,42:34,0,0.0,0.0,0,0,0,0,00:00,0,-2,0,67,17:05,14:11,00:00,02:54,0.0
FLA,Aleksander Barkov,1995-09-02,27,Tampere,FIN,FIN,"6' 3""",215,True,True,False,False,L,Y,16,C,66:03,2,0,0,8,3,0,0,2,18:24,41:17,0,44.58,0.0,0,0,0,0,06:22,1,-2,2,83,22:01,13:45,02:07,06:08,1.8168054504163513
FLA,Aaron Ekblad,1996-02-07,26,Windsor,CAN,CAN,"6' 4""",215,True,False,True,False,R,Y,5,D,65:05,0,1,4,7,3,4,1,1,13:19,45:27,4,0.0,14.3,0,0,0,0,06:19,1,1,1,83,21:41,15:09,02:06,04:26,0.9223674096848579
FLA,Sam Reinhart,1995-11-06,26,West Vancouver,CAN,CAN,"6' 2""",193,True,False,False,False,R,Y,13,C,64:44,1,0,0,10,3,0,0,1,17:33,42:39,0,33.33,0.0,0,0,0,0,04:32,2,-2,1,79,21:34,14:13,01:30,05:51,0.9273570324574961
FLA,Sam Bennett,1996-06-20,26,Holland Landing,CAN,CAN,"6' 1""",195,True,False,False,False,L,Y,9,C,55:15,1,1,2,8,3,4,0,0,09:38,41:51,2,37.78,12.5,0,0,0,0,03:46,2,-4,2,69,18:25,13:57,01:15,03:12,2.1719457013574663
FLA,Brandon Montour,1994-04-11,28,Brantford,CAN,CAN,"6' 0""",194,True,False,False,False,R,Y,62,D,46:40,0,1,2,4,2,1,1,1,14:02,31:00,2,0.0,25.0,1,0,0,0,01:38,5,0,1,55,23:20,15:30,00:49,07:01,1.2857142857142858
FLA,Gustav Forsling,1996-06-12,26,Linkoping,SWE,SWE,"6' 0""",186,True,False,False,False,L,Y,42,D,76:26,2,1,2,10,3,5,0,0,08:17,58:47,2,0.0,10.0,0,0,0,0,09:22,4,3,3,100,25:28,19:35,03:07,02:45,2.3560209424083776
FLA,Colin White,1997-01-30,25,Boston,USA,USA,"6' 1""",194,True,False,False,False,R,Y,6,C,35:28,2,2,0,6,3,1,0,0,02:05,33:23,0,33.33,33.3,0,0,0,0,00:00,1,4,4,48,11:49,11:07,00:00,00:41,6.770098730606487
FLA,Rudolfs Balcers,1997-04-08,25,Liepaja,LVA,LVA,"5' 11""",182,True,False,False,False,L,Y,38,LW,37:59,1,0,2,5,3,2,0,0,00:00,37:59,2,0.0,0.0,0,0,0,0,00:00,2,-2,1,52,12:39,12:39,00:00,00:00,1.5810276679841897
FLA,Ryan Lomberg,1994-12-09,27,Richmond Hill,CAN,CAN,"5' 9""",187,True,False,False,False,L,Y,94,LW,23:14,1,0,2,3,3,4,0,0,00:00,22:33,2,0.0,0.0,0,0,0,0,00:41,2,2,1,33,07:44,07:31,00:13,00:00,2.586206896551724
FLA,Matthew Tkachuk,1997-12-11,24,Scottsdale,USA,USA,"6' 2""",201,True,False,False,False,L,Y,19,LW,64:39,2,2,8,14,3,2,0,1,18:50,42:06,8,50.0,14.3,0,0,0,0,03:43,1,-2,4,72,21:33,14:02,01:14,06:16,3.7122969837587
FLA,Josh Mahura,1998-05-05,24,St. Albert,CAN,CAN,"6' 0""",185,True,False,False,False,L,Y,28,D,42:54,0,0,2,2,3,2,0,0,01:41,39:16,2,0.0,0.0,0,0,0,0,01:57,2,2,0,64,14:18,13:05,00:39,00:33,0.0
FLA,Eetu Luostarinen,1998-09-02,24,Siilinjarvi,FIN,FIN,"6' 3""",190,True,False,False,False,L,Y,27,C,36:58,2,1,0,2,3,1,0,0,00:03,31:09,0,0.0,50.0,0,0,0,0,05:46,2,4,3,57,12:19,10:23,01:55,00:01,4.871447902571042
FLA,Anton Lundell,2001-10-03,21,Espoo,FIN,FIN,"6' 1""",185,True,False,False,False,L,Y,15,C,51:07,1,0,0,8,3,1,0,0,08:50,34:23,0,43.24,0.0,0,0,0,0,07:54,7,2,1,68,17:02,11:27,02:38,02:56,1.1741682974559684
TBL,Zach Bogosian,1990-07-15,32,Massena,USA,USA,"6' 2""",222,True,False,False,False,R,Y,24,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBL,Anthony Cirelli,1997-07-15,25,Etobicoke,CAN,CAN,"6' 0""",189,True,False,False,False,L,Y,71,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBL,Corey Perry,1985-05-16,37,Peterborough,CAN,CAN,"6' 3""",208,True,False,False,False,R,Y,10,RW,38:15,1,1,0,6,3,3,1,1,06:43,31:32,0,0.0,16.7,0,0,0,0,00:00,0,-2,2,54,12:45,10:30,00:00,02:14,3.1372549019607843
TBL,Alex Killorn,1989-09-14,33,Halifax,CAN,CAN,"6' 1""",194,True,False,False,False,L,Y,17,LW,57:51,2,0,2,1,3,0,0,0,13:48,35:02,2,0.0,0.0,0,0,0,0,09:01,1,0,2,64,19:17,11:40,03:00,04:36,2.0743301642178045
TBL,Ian Cole,1989-02-21,33,Ann Arbor,USA,USA,"6' 1""",225,True,False,False,False,L,Y,28,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBL,Pat Maroon,1988-04-23,34,St. Louis,USA,USA,"6' 3""",234,True,False,False,False,L,Y,14,LW,27:30,0,0,0,5,3,3,0,0,00:00,27:30,0,0.0,0.0,0,0,0,0,00:00,0,-3,0,40,09:10,09:10,00:00,00:00,0.0
TBL,Steven Stamkos,1990-02-07,32,Markham,CAN,CAN,"6' 0""",182,True,True,False,False,R,Y,91,C,62:10,1,4,4,16,3,3,2,2,14:04,46:14,4,33.33,25.0,0,0,0,0,01:52,3,1,5,68,20:43,15:24,00:37,04:41,4.8270313757039425
TBL,Victor Hedman,1990-12-18,31,Ornskoldsvik,SWE,SWE,"6' 7""",244,True,False,False,False,L,Y,77,D,75:09,2,0,0,10,3,6,0,1,13:02,55:24,0,0.0,0.0,0,0,0,0,06:43,3,-2,2,88,25:03,18:28,02:14,04:20,1.596806387225549
TBL,Nikita Kucherov,1993-06-17,29,Maykop,RUS,RUS,"5' 11""",181,True,False,False,False,L,Y,86,RW,64:13,3,0,0,12,3,0,0,2,14:04,50:09,0,0.0,0.0,0,0,0,0,00:00,2,-2,3,65,21:24,16:43,00:00,04:41,2.8037383177570097
TBL,Vladislav Namestnikov,1992-11-22,29,Zhukovskiy,RUS,RUS,"6' 0""",179,True,False,False,False,L,Y,90,C,34:35,2,0,2,4,3,5,0,1,05:32,27:29,2,25.0,0.0,0,0,0,0,01:34,2,1,2,50,11:31,09:09,00:31,01:50,3.473227206946454
TBL,Nicholas Paul,1995-03-20,27,Mississauga,CAN,CAN,"6' 3""",223,True,False,False,False,L,Y,20,LW,58:01,0,0,2,5,3,4,0,0,05:40,40:54,2,45.45,0.0,0,0,0,0,11:27,3,-1,0,66,19:20,13:38,03:49,01:53,0.0
TBL,Pierre-Edouard Bellemare,1985-03-06,37,Le Blanc-Mesnil,FRA,FRA,"5' 11""",198,True,False,False,False,L,Y,41,LW,35:34,0,0,0,0,3,1,0,0,00:00,28:32,0,37.04,0.0,0,0,0,0,07:02,0,-3,0,52,11:51,09:30,02:20,00:00,0.0
TBL,Haydn Fleury,1996-07-08,26,Carlyle,CAN,CAN,"6' 4""",208,True,False,False,False,L,Y,7,D,35:42,1,0,0,3,3,2,0,0,00:03,34:03,0,0.0,0.0,0,0,0,0,01:36,0,1,1,53,11:54,11:21,00:32,00:01,1.6806722689075628
TBL,Brayden Point,1996-03-13,26,Calgary,CAN,CAN,"5' 11""",180,True,False,False,False,R,Y,21,C,62:55,1,1,0,8,3,2,0,1,14:05,48:41,0,28.57,12.5,0,0,0,0,00:09,1,-1,2,65,20:58,16:13,00:03,04:41,1.907790143084261
TBL,Erik Cernak,1997-05-28,25,Kosice,SVK,SVK,"6' 4""",224,True,False,False,False,R,Y,81,D,60:02,0,0,2,1,3,5,0,0,00:07,47:38,2,0.0,0.0,0,0,0,0,12:17,4,-1,0,79,20:00,15:52,04:05,00:02,0.0
TBL,Philippe Myers,1997-01-25,25,Moncton,CAN,CAN,"6' 6""",219,True,False,False,False,R,Y,5,D,40:18,0,0,0,6,3,7,0,0,00:00,39:37,0,0.0,0.0,0,0,0,0,00:41,2,0,0,56,13:26,13:12,00:13,00:00,0.0
TBL,Mikhail Sergachev,1998-06-25,24,Nizhnekamsk,RUS,RUS,"6' 1""",217,True,False,False,False,L,Y,98,D,69:50,2,0,4,6,3,1,0,1,05:17,53:41,4,0.0,0.0,0,0,0,0,10:52,10,-2,2,91,23:16,17:53,03:37,01:45,1.7191977077363898
TBL,Ross Colton,1996-09-11,26,Robbinsville,USA,USA,"6' 0""",194,True,False,False,False,L,Y,79,C,34:06,1,1,2,6,3,9,0,0,05:30,28:36,2,45.45,16.7,1,0,0,0,00:00,2,1,2,48,11:22,09:32,00:00,01:50,3.5190615835777126
TBL,Brandon Hagel,1998-08-27,24,Saskatoon,CAN,CAN,"6' 2""",179,True,False,False,False,L,Y,38,LW,46:09,0,0,4,5,3,1,0,0,00:00,41:38,4,16.67,0.0,0,0,0,0,04:31,3,-1,0,58,15:23,13:52,01:30,00:00,0.0
TBL,Cal Foote,1998-12-13,23,Denver,USA,USA,"6' 5""",224,True,False,False,False,R,Y,52,D,55:35,0,1,0,4,3,3,0,0,00:00,50:20,0,0.0,25.0,0,0,0,0,05:15,4,0,1,70,18:31,16:46,01:45,00:00,1.08010801080108
TBL,Nick Perbix,1998-06-15,24,Minneapolis,USA,USA,"6' 2""",191,True,False,False,True,R,Y,48,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBL,Gabriel Fortier,2000-02-06,22,Lachine,CAN,CAN,"5' 10""",177,True,False,False,True,L,Y,82,LW,08:25,0,0,0,0,1,1,0,0,00:00,08:25,0,0.0,0.0,0,0,0,0,00:00,0,0,0,12,08:25,08:25,00:00,00:00,0.0
TBL,Cole Koepke,1998-05-17,24,Two Harbors,USA,USA,"6' 1""",196,True,False,False,True,L,Y,45,LW,16:03,0,0,0,3,2,1,0,0,00:00,16:03,0,0.0,0.0,0,0,0,0,00:00,0,-2,0,26,08:01,08:01,00:00,00:00,0.0
WSH,Carl Hagelin,1988-08-23,34,Sodertalje,SWE,SWE,"6' 0""",183,True,False,False,False,L,I,62,LW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WSH,Nicklas Backstrom,1987-11-23,34,Gävle,SWE,SWE,"6' 1""",202,True,False,True,False,L,Y,19,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WSH,Tom Wilson,1994-03-29,28,Toronto,CAN,CAN,"6' 4""",220,True,False,False,False,R,Y,43,RW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WSH,Alex Ovechkin,1985-09-17,37,Moscow,RUS,RUS,"6' 3""",238,True,True,False,False,R,Y,8,LW,79:55,3,2,0,17,4,18,1,2,20:34,59:21,0,0.0,11.8,0,0,0,0,00:00,2,-2,5,85,19:58,14:50,00:00,05:08,3.7562604340567614
WSH,T.J. Oshie,1986-12-23,35,Everett,USA,USA,"6' 0""",187,True,False,False,False,R,Y,77,RW,74:30,2,1,0,9,4,10,1,1,17:17,57:13,0,60.0,11.1,0,0,0,0,00:00,2,1,3,81,18:37,14:18,00:00,04:19,2.4171888988361685
WSH,Lars Eller,1989-05-08,33,Rodovre,DNK,DNK,"6' 2""",205,True,False,False,False,L,Y,20,C,53:12,1,1,0,8,4,7,0,0,00:00,47:44,0,42.86,12.5,0,0,0,0,05:28,1,1,2,74,13:18,11:56,01:22,00:00,2.2556390977443606
WSH,John Carlson,1990-01-10,32,Natick,USA,USA,"6' 3""",215,True,False,True,False,R,Y,74,D,96:22,1,1,2,8,4,11,0,1,18:03,72:08,2,0.0,12.5,0,0,0,0,06:11,10,-1,2,107,24:05,18:02,01:32,04:30,1.2456747404844293
WSH,Marcus Johansson,1990-10-06,32,Landskrona,SWE,SWE,"6' 1""",203,True,False,False,False,L,Y,90,LW,53:05,2,1,0,9,4,1,0,2,06:50,45:47,0,25.0,11.1,0,0,0,0,00:28,0,2,3,74,13:16,11:26,00:07,01:42,3.3919597989949746
WSH,Dmitry Orlov,1991-07-23,31,Novokuznetsk,RUS,RUS,"5' 11""",214,True,False,False,False,L,Y,9,D,83:33,0,0,2,9,4,16,0,0,05:25,75:32,2,0.0,0.0,0,0,0,0,02:36,3,-1,0,98,20:53,18:53,00:39,01:21,0.0
WSH,Nick Jensen,1990-09-21,32,Rogers,USA,USA,"6' 1""",205,True,False,False,False,R,Y,3,D,77:41,2,0,2,5,4,4,0,0,00:00,68:47,2,0.0,0.0,0,0,0,0,08:54,4,2,2,94,19:25,17:11,02:13,00:00,1.5450643776824033
